date_time,maxtempC,mintempC,uvIndex,DewPointC,FeelsLikeC,HeatIndexC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,weatherDesc,location
2020-01-01 00:00:00,16,7,4,-4,6,7,13,17,45,0.0,1021,7,10,47,6,Partly cloudy,islamabad
2020-01-01 03:00:00,16,7,4,-5,5,7,16,27,42,0.0,1021,7,10,42,8,Partly cloudy,islamabad
2020-01-01 06:00:00,16,7,4,-6,6,7,16,26,38,0.0,1021,7,10,38,8,Partly cloudy,islamabad
2020-01-01 09:00:00,16,7,4,-5,10,11,11,25,32,0.0,1023,11,10,65,6,Partly cloudy,islamabad
2020-01-01 12:00:00,16,7,4,-5,16,16,8,24,23,0.0,1023,16,10,120,7,Partly cloudy,islamabad
2020-01-01 15:00:00,16,7,4,-6,16,16,13,54,23,0.0,1022,16,10,150,10,Overcast,islamabad
2020-01-01 18:00:00,16,7,4,-5,12,12,9,100,31,0.0,1022,12,10,115,4,Overcast,islamabad
2020-01-01 21:00:00,16,7,4,-5,9,10,10,100,32,0.0,1023,9,10,22,5,Overcast,islamabad
2020-01-02 00:00:00,15,10,3,-7,10,10,13,94,29,0.0,1024,10,10,14,6,Cloudy,islamabad
2020-01-02 03:00:00,15,10,3,-7,10,10,14,80,29,0.0,1023,10,10,31,6,Cloudy,islamabad
2020-01-02 06:00:00,15,10,3,-7,10,10,13,84,29,0.0,1023,10,10,141,6,Overcast,islamabad
2020-01-02 09:00:00,15,10,3,-5,12,12,10,100,30,0.0,1025,12,10,353,6,Overcast,islamabad
2020-01-02 12:00:00,15,10,3,-2,15,15,9,100,31,0.0,1025,15,10,336,8,Overcast,islamabad
2020-01-02 15:00:00,15,10,3,0,15,15,13,82,36,0.0,1023,15,10,315,11,Partly cloudy,islamabad
2020-01-02 18:00:00,15,10,3,1,12,13,15,63,47,0.0,1022,13,10,229,9,Overcast,islamabad
2020-01-02 21:00:00,15,10,3,1,9,10,19,96,53,0.0,1022,10,10,12,10,Overcast,islamabad
2020-01-03 00:00:00,16,9,3,0,9,10,13,100,51,0.0,1023,10,10,328,6,Overcast,islamabad
2020-01-03 03:00:00,16,9,3,1,9,10,14,83,53,0.0,1021,10,10,329,7,Partly cloudy,islamabad
2020-01-03 06:00:00,16,9,3,1,8,9,15,57,56,0.0,1021,9,10,349,8,Cloudy,islamabad
2020-01-03 09:00:00,16,9,3,1,11,11,10,72,51,0.0,1021,11,10,325,6,Cloudy,islamabad
2020-01-03 12:00:00,16,9,3,2,15,15,7,66,40,0.0,1021,15,10,285,6,Partly cloudy,islamabad
2020-01-03 15:00:00,16,9,3,3,16,16,8,41,42,0.0,1018,16,10,271,6,Partly cloudy,islamabad
2020-01-03 18:00:00,16,9,3,3,12,13,10,28,53,0.0,1017,13,10,287,7,Partly cloudy,islamabad
2020-01-03 21:00:00,16,9,3,2,9,10,14,23,60,0.0,1017,10,10,337,7,Partly cloudy,islamabad
2020-01-04 00:00:00,15,8,4,3,8,8,13,67,70,0.1,1017,8,9,65,6,Partly cloudy,islamabad
2020-01-04 03:00:00,15,8,4,3,7,8,14,21,73,0.0,1017,8,10,60,7,Partly cloudy,islamabad
2020-01-04 06:00:00,15,8,4,3,7,8,13,12,73,0.0,1017,8,10,47,6,Partly cloudy,islamabad
2020-01-04 09:00:00,15,8,4,3,10,10,9,36,63,0.0,1018,10,10,91,5,Patchy rain possible,islamabad
2020-01-04 12:00:00,15,8,4,4,15,15,5,80,46,0.3,1018,15,10,212,4,Patchy rain possible,islamabad
2020-01-04 15:00:00,15,8,4,3,16,15,8,80,44,0.7,1016,15,9,289,6,Patchy rain possible,islamabad
2020-01-04 18:00:00,15,8,4,4,13,12,6,78,55,0.6,1016,12,9,211,4,Patchy rain possible,islamabad
2020-01-04 21:00:00,15,8,4,3,9,9,13,71,62,0.2,1018,9,10,41,6,Patchy rain possible,islamabad
2020-01-05 00:00:00,16,7,4,2,7,8,19,50,61,0.2,1019,8,10,47,9,Partly cloudy,islamabad
2020-01-05 03:00:00,16,7,4,1,6,8,18,6,61,0.0,1019,8,10,40,8,Partly cloudy,islamabad
2020-01-05 06:00:00,16,7,4,-0,6,7,16,6,59,0.0,1019,7,10,26,8,Partly cloudy,islamabad
2020-01-05 09:00:00,16,7,4,-1,9,10,12,35,50,0.0,1020,10,10,119,7,Overcast,islamabad
2020-01-05 12:00:00,16,7,4,-1,15,15,7,64,33,0.0,1019,15,10,309,6,Partly cloudy,islamabad
2020-01-05 15:00:00,16,7,4,-2,15,16,10,37,30,0.0,1018,16,10,278,8,Overcast,islamabad
2020-01-05 18:00:00,16,7,4,-2,11,12,18,100,39,0.0,1018,12,10,284,12,Overcast,islamabad
2020-01-05 21:00:00,16,7,4,-2,10,10,13,83,42,0.0,1020,10,10,319,7,Partly cloudy,islamabad
2020-01-06 00:00:00,10,6,3,-3,9,10,10,50,43,0.0,1021,10,10,329,5,Partly cloudy,islamabad
2020-01-06 03:00:00,10,6,3,-2,10,10,10,60,42,0.0,1021,10,10,231,6,Cloudy,islamabad
2020-01-06 06:00:00,10,6,3,-2,10,10,9,83,44,0.0,1021,10,10,27,6,Overcast,islamabad
2020-01-06 09:00:00,10,6,3,1,10,10,5,100,56,0.3,1022,10,10,47,4,Light rain,islamabad
2020-01-06 12:00:00,10,6,3,5,8,9,7,100,75,1.2,1023,9,9,36,6,Light rain,islamabad
2020-01-06 15:00:00,10,6,3,6,8,9,8,100,84,2.5,1021,9,8,155,7,Moderate rain,islamabad
2020-01-06 18:00:00,10,6,3,7,8,8,5,100,89,4.0,1021,8,7,249,4,Moderate rain,islamabad
2020-01-06 21:00:00,10,6,3,6,6,7,5,100,91,4.4,1022,6,7,126,4,Moderate rain,islamabad
2020-01-07 00:00:00,12,4,3,7,4,6,6,100,90,2.4,1022,4,8,102,5,Light rain,islamabad
2020-01-07 03:00:00,12,4,3,7,8,8,6,100,93,1.6,1020,8,9,298,5,Light rain,islamabad
2020-01-07 06:00:00,12,4,3,7,8,8,5,100,92,1.7,1020,8,7,299,4,Light drizzle,islamabad
2020-01-07 09:00:00,12,4,3,7,9,9,4,86,87,0.5,1020,9,3,202,3,Patchy light drizzle,islamabad
2020-01-07 12:00:00,12,4,3,7,11,11,4,57,75,0.6,1019,11,7,100,3,Light rain shower,islamabad
2020-01-07 15:00:00,12,4,3,7,12,12,9,66,69,0.6,1017,12,10,272,7,Patchy rain possible,islamabad
2020-01-07 18:00:00,12,4,3,6,9,10,10,84,78,0.6,1016,10,9,298,7,Patchy rain possible,islamabad
2020-01-07 21:00:00,12,4,3,5,7,8,8,82,84,0.3,1016,8,9,296,5,Patchy rain possible,islamabad
2020-01-08 00:00:00,12,5,2,5,6,7,8,75,88,0.2,1015,7,9,292,5,Patchy rain possible,islamabad
2020-01-08 03:00:00,12,5,2,4,5,5,6,74,90,0.2,1015,5,10,289,4,Patchy rain possible,islamabad
2020-01-08 06:00:00,12,5,2,4,5,5,5,78,90,0.3,1015,5,9,211,3,Patchy rain possible,islamabad
2020-01-08 09:00:00,12,5,2,4,8,8,4,80,81,0.4,1016,8,9,92,3,Patchy light rain with thunder,islamabad
2020-01-08 12:00:00,12,5,2,5,11,11,8,71,65,1.2,1015,11,10,281,5,Patchy light rain with thunder,islamabad
2020-01-08 15:00:00,12,5,2,5,11,12,14,73,63,2.4,1014,12,9,293,9,Moderate or heavy rain shower,islamabad
2020-01-08 18:00:00,12,5,2,5,9,10,14,54,72,1.9,1014,10,8,313,8,Partly cloudy,islamabad
2020-01-08 21:00:00,12,5,2,4,7,8,14,6,77,0.0,1016,8,10,341,8,Partly cloudy,islamabad
2020-01-09 00:00:00,16,8,4,4,8,9,12,0,69,0.0,1017,9,10,349,8,Clear,islamabad
2020-01-09 03:00:00,16,8,4,3,8,9,9,0,68,0.0,1017,9,10,351,6,Clear,islamabad
2020-01-09 06:00:00,16,8,4,1,7,8,10,0,64,0.0,1018,8,10,351,6,Sunny,islamabad
2020-01-09 09:00:00,16,8,4,-1,9,10,9,0,50,0.0,1019,10,10,335,6,Sunny,islamabad
2020-01-09 12:00:00,16,8,4,-1,15,15,9,0,32,0.0,1019,15,10,298,8,Sunny,islamabad
2020-01-09 15:00:00,16,8,4,-0,16,16,11,0,33,0.0,1018,16,10,286,9,Sunny,islamabad
2020-01-09 18:00:00,16,8,4,0,13,13,9,0,41,0.0,1019,13,10,307,8,Clear,islamabad
2020-01-09 21:00:00,16,8,4,-1,10,11,8,0,44,0.0,1020,11,10,227,6,Clear,islamabad
2020-01-10 00:00:00,17,6,4,0,9,10,8,0,51,0.0,1022,10,10,351,5,Clear,islamabad
2020-01-10 03:00:00,17,6,4,-2,7,8,10,2,50,0.0,1021,8,10,350,6,Partly cloudy,islamabad
2020-01-10 06:00:00,17,6,4,-5,5,6,13,8,47,0.0,1021,6,10,348,6,Partly cloudy,islamabad
2020-01-10 09:00:00,17,6,4,-5,8,9,10,10,37,0.0,1022,9,10,327,6,Partly cloudy,islamabad
2020-01-10 12:00:00,17,6,4,-4,16,16,8,1,25,0.0,1021,16,10,292,7,Partly cloudy,islamabad
2020-01-10 15:00:00,17,6,4,-3,17,17,10,0,27,0.0,1019,17,10,287,8,Sunny,islamabad
2020-01-10 18:00:00,17,6,4,-2,14,15,8,3,36,0.0,1019,14,10,311,6,Partly cloudy,islamabad
2020-01-10 21:00:00,17,6,4,-5,9,12,10,29,40,0.0,1021,10,10,240,5,Cloudy,islamabad
2020-01-11 00:00:00,15,6,4,-6,6,7,10,66,39,0.0,1021,7,10,241,5,Partly cloudy,islamabad
2020-01-11 03:00:00,15,6,4,-7,7,7,11,33,37,0.0,1020,7,10,121,5,Overcast,islamabad
2020-01-11 06:00:00,15,6,4,-8,6,6,12,79,35,0.0,1020,6,10,348,5,Partly cloudy,islamabad
2020-01-11 09:00:00,15,6,4,-7,9,9,11,43,31,0.0,1021,9,10,330,6,Partly cloudy,islamabad
2020-01-11 12:00:00,15,6,4,-6,15,15,9,38,23,0.0,1020,15,10,294,8,Cloudy,islamabad
2020-01-11 15:00:00,15,6,4,-4,15,15,10,82,27,0.0,1018,15,10,282,8,Cloudy,islamabad
2020-01-11 18:00:00,15,6,4,-3,12,12,9,66,35,0.0,1018,12,10,196,5,Partly cloudy,islamabad
2020-01-11 21:00:00,15,6,4,-5,11,10,5,57,35,0.0,1019,10,10,33,3,Partly cloudy,islamabad
2020-01-12 00:00:00,17,10,3,-5,11,11,4,64,34,0.0,1020,11,10,210,2,Cloudy,islamabad
2020-01-12 03:00:00,17,10,3,-4,10,11,6,75,36,0.0,1020,11,10,27,4,Cloudy,islamabad
2020-01-12 06:00:00,17,10,3,-2,10,11,16,77,40,0.0,1021,11,10,16,9,Partly cloudy,islamabad
2020-01-12 09:00:00,17,10,3,2,13,13,17,51,47,0.0,1022,13,10,27,11,Partly cloudy,islamabad
2020-01-12 12:00:00,17,10,3,5,17,17,15,47,44,0.0,1021,17,10,132,13,Cloudy,islamabad
2020-01-12 15:00:00,17,10,3,6,16,17,19,77,48,0.0,1019,17,10,335,15,Cloudy,islamabad
2020-01-12 18:00:00,17,10,3,6,12,14,26,89,60,0.0,1018,14,10,327,18,Overcast,islamabad
2020-01-12 21:00:00,17,10,3,6,9,11,26,92,67,0.0,1017,10,10,336,16,Cloudy,islamabad
2020-01-13 00:00:00,10,7,2,6,10,12,21,61,69,0.1,1015,12,8,332,13,Patchy light drizzle,islamabad
2020-01-13 03:00:00,10,7,2,7,9,11,20,72,80,0.1,1013,11,7,318,14,Cloudy,islamabad
2020-01-13 06:00:00,10,7,2,8,8,10,17,89,92,2.8,1010,10,8,299,13,Heavy rain,islamabad
2020-01-13 09:00:00,10,7,2,9,8,10,15,100,94,13.3,1009,10,5,240,12,Heavy rain,islamabad
2020-01-13 12:00:00,10,7,2,8,7,10,27,100,91,18.0,1007,10,5,109,22,Heavy rain,islamabad
2020-01-13 15:00:00,10,7,2,8,6,9,29,100,93,12.3,1006,9,5,136,24,Heavy rain,islamabad
2020-01-13 18:00:00,10,7,2,7,6,8,16,100,94,15.8,1007,8,6,136,13,Moderate rain,islamabad
2020-01-13 21:00:00,10,7,2,6,5,7,15,100,92,9.3,1011,7,6,130,10,Heavy rain,islamabad
2020-01-14 00:00:00,13,7,3,6,4,7,29,100,95,12.1,1015,7,5,129,19,Heavy rain,islamabad
2020-01-14 03:00:00,13,7,3,6,4,7,25,100,94,12.4,1017,7,5,106,16,Heavy rain,islamabad
2020-01-14 06:00:00,13,7,3,5,5,7,17,90,90,12.1,1018,7,6,71,11,Patchy rain possible,islamabad
2020-01-14 09:00:00,13,7,3,5,8,9,12,71,78,2.2,1019,9,9,142,8,Patchy rain possible,islamabad
2020-01-14 12:00:00,13,7,3,6,13,13,6,74,62,1.5,1020,13,9,325,5,Patchy rain possible,islamabad
2020-01-14 15:00:00,13,7,3,6,13,13,12,83,63,0.1,1019,13,10,313,10,Patchy rain possible,islamabad
2020-01-14 18:00:00,13,7,3,7,9,11,17,61,76,0.1,1018,11,10,327,13,Partly cloudy,islamabad
2020-01-14 21:00:00,13,7,3,5,7,9,15,9,79,0.0,1019,9,10,346,9,Partly cloudy,islamabad
2020-01-15 00:00:00,15,7,4,2,7,8,13,8,66,0.0,1019,8,10,14,7,Partly cloudy,islamabad
2020-01-15 03:00:00,15,7,4,0,7,8,11,10,60,0.0,1018,8,10,15,6,Partly cloudy,islamabad
2020-01-15 06:00:00,15,7,4,-1,6,7,11,10,57,0.0,1018,7,10,6,6,Partly cloudy,islamabad
2020-01-15 09:00:00,15,7,4,-1,9,10,10,21,50,0.0,1019,10,10,112,6,Partly cloudy,islamabad
2020-01-15 12:00:00,15,7,4,0,14,14,8,30,39,0.0,1018,14,10,316,7,Partly cloudy,islamabad
2020-01-15 15:00:00,15,7,4,2,15,15,10,9,42,0.0,1017,15,10,311,8,Partly cloudy,islamabad
2020-01-15 18:00:00,15,7,4,3,12,12,13,11,52,0.0,1017,12,10,330,8,Partly cloudy,islamabad
2020-01-15 21:00:00,15,7,4,1,8,10,17,9,53,0.0,1018,10,10,242,8,Partly cloudy,islamabad
2020-01-16 00:00:00,16,8,4,1,8,9,13,7,56,0.0,1017,9,10,243,6,Partly cloudy,islamabad
2020-01-16 03:00:00,16,8,4,0,8,9,14,7,55,0.0,1017,9,10,126,7,Partly cloudy,islamabad
2020-01-16 06:00:00,16,8,4,-0,7,8,13,7,55,0.0,1016,8,10,352,6,Partly cloudy,islamabad
2020-01-16 09:00:00,16,8,4,0,10,11,11,8,49,0.0,1017,11,10,333,7,Partly cloudy,islamabad
2020-01-16 12:00:00,16,8,4,1,16,16,9,11,37,0.0,1016,16,10,303,8,Partly cloudy,islamabad
2020-01-16 15:00:00,16,8,4,2,17,16,9,8,39,0.0,1014,16,10,286,8,Partly cloudy,islamabad
2020-01-16 18:00:00,16,8,4,3,14,14,7,6,49,0.0,1013,14,10,189,5,Partly cloudy,islamabad
2020-01-16 21:00:00,16,8,4,2,12,11,6,5,54,0.0,1015,11,10,29,3,Partly cloudy,islamabad
2020-01-17 00:00:00,15,8,4,1,10,10,9,4,53,0.0,1015,10,10,43,5,Partly cloudy,islamabad
2020-01-17 03:00:00,15,8,4,1,9,9,9,8,56,0.0,1015,9,10,66,4,Partly cloudy,islamabad
2020-01-17 06:00:00,15,8,4,1,7,8,12,11,59,0.0,1016,8,10,78,5,Partly cloudy,islamabad
2020-01-17 09:00:00,15,8,4,2,10,10,14,15,56,0.0,1017,10,10,96,8,Partly cloudy,islamabad
2020-01-17 12:00:00,15,8,4,4,15,15,9,36,47,0.1,1017,15,10,158,8,Patchy rain possible,islamabad
2020-01-17 15:00:00,15,8,4,6,15,15,8,75,53,0.2,1016,15,9,201,6,Patchy rain possible,islamabad
2020-01-17 18:00:00,15,8,4,6,13,13,6,81,62,0.2,1016,13,9,264,4,Patchy rain possible,islamabad
2020-01-17 21:00:00,15,8,4,4,10,10,10,74,63,0.1,1017,10,10,347,5,Patchy rain possible,islamabad
2020-01-18 00:00:00,16,8,4,2,9,9,9,32,62,0.0,1018,9,10,22,4,Partly cloudy,islamabad
2020-01-18 03:00:00,16,8,4,2,8,8,9,47,65,0.1,1018,8,10,14,4,Patchy rain possible,islamabad
2020-01-18 06:00:00,16,8,4,2,7,8,11,51,63,0.3,1019,8,9,129,5,Partly cloudy,islamabad
2020-01-18 09:00:00,16,8,4,1,10,10,10,10,51,0.0,1020,10,10,336,6,Partly cloudy,islamabad
2020-01-18 12:00:00,16,8,4,1,16,16,8,9,38,0.0,1019,16,10,296,6,Partly cloudy,islamabad
2020-01-18 15:00:00,16,8,4,2,16,16,9,10,39,0.0,1018,16,10,288,8,Partly cloudy,islamabad
2020-01-18 18:00:00,16,8,4,2,13,13,11,7,46,0.0,1018,13,10,304,8,Partly cloudy,islamabad
2020-01-18 21:00:00,16,8,4,-1,9,10,12,10,48,0.0,1019,10,10,223,6,Partly cloudy,islamabad
2020-01-19 00:00:00,15,9,4,0,9,10,9,4,51,0.0,1019,10,10,249,5,Partly cloudy,islamabad
2020-01-19 03:00:00,15,9,4,0,9,10,9,3,53,0.0,1019,10,10,23,5,Partly cloudy,islamabad
2020-01-19 06:00:00,15,9,4,-0,9,9,9,2,51,0.0,1020,9,10,13,5,Partly cloudy,islamabad
2020-01-19 09:00:00,15,9,4,-1,10,11,9,6,45,0.0,1021,11,10,102,6,Partly cloudy,islamabad
2020-01-19 12:00:00,15,9,4,-1,15,15,8,22,33,0.0,1020,15,10,286,7,Partly cloudy,islamabad
2020-01-19 15:00:00,15,9,4,-1,15,15,11,43,34,0.0,1018,15,10,286,9,Partly cloudy,islamabad
2020-01-19 18:00:00,15,9,4,-1,11,12,15,65,42,0.0,1018,12,10,297,9,Overcast,islamabad
2020-01-19 21:00:00,15,9,4,-3,8,9,14,91,43,0.0,1019,9,10,332,6,Cloudy,islamabad
2020-01-20 00:00:00,15,8,3,-2,9,9,9,49,45,0.0,1019,9,10,1,5,Overcast,islamabad
2020-01-20 03:00:00,15,8,3,-3,8,8,10,85,44,0.0,1018,8,10,6,5,Partly cloudy,islamabad
2020-01-20 06:00:00,15,8,3,-3,8,8,10,40,46,0.0,1017,8,10,124,5,Partly cloudy,islamabad
2020-01-20 09:00:00,15,8,3,-1,11,11,6,10,44,0.0,1019,11,10,327,4,Partly cloudy,islamabad
2020-01-20 12:00:00,15,8,3,-1,15,15,5,13,35,0.0,1019,15,10,278,5,Partly cloudy,islamabad
2020-01-20 15:00:00,15,8,3,0,16,15,3,27,36,0.0,1017,15,10,244,3,Partly cloudy,islamabad
2020-01-20 18:00:00,15,8,3,1,13,13,8,44,44,0.0,1018,13,10,176,5,Partly cloudy,islamabad
2020-01-20 21:00:00,15,8,3,-1,10,10,10,56,47,0.0,1019,10,10,56,5,Overcast,islamabad
2020-01-21 00:00:00,11,8,2,-2,9,9,9,100,46,0.0,1019,9,10,82,5,Overcast,islamabad
2020-01-21 03:00:00,11,8,2,-0,8,8,10,100,55,0.0,1019,8,10,167,6,Patchy rain possible,islamabad
2020-01-21 06:00:00,11,8,2,2,7,8,11,84,68,0.1,1020,8,10,77,7,Patchy rain possible,islamabad
2020-01-21 09:00:00,11,8,2,3,8,9,9,68,69,0.1,1022,9,10,86,7,Patchy rain possible,islamabad
2020-01-21 12:00:00,11,8,2,4,11,11,6,100,61,0.1,1024,11,10,91,5,Patchy rain possible,islamabad
2020-01-21 15:00:00,11,8,2,5,10,10,6,100,70,0.2,1023,10,7,94,5,Light drizzle,islamabad
2020-01-21 18:00:00,11,8,2,5,9,9,6,83,77,0.2,1023,9,5,58,5,Partly cloudy,islamabad
2020-01-21 21:00:00,11,8,2,4,7,8,8,47,80,0.0,1025,8,10,127,5,Partly cloudy,islamabad
2020-01-22 00:00:00,15,6,4,3,5,6,11,24,84,0.0,1025,6,10,13,6,Partly cloudy,islamabad
2020-01-22 03:00:00,15,6,4,3,5,6,13,14,80,0.0,1025,6,10,123,6,Partly cloudy,islamabad
2020-01-22 06:00:00,15,6,4,3,5,6,14,9,77,0.0,1024,6,10,342,8,Partly cloudy,islamabad
2020-01-22 09:00:00,15,6,4,3,8,9,14,7,67,0.0,1025,9,10,327,9,Partly cloudy,islamabad
2020-01-22 12:00:00,15,6,4,3,13,14,13,8,50,0.0,1025,14,10,304,12,Partly cloudy,islamabad
2020-01-22 15:00:00,15,6,4,4,14,15,13,7,49,0.0,1022,15,10,297,12,Partly cloudy,islamabad
2020-01-22 18:00:00,15,6,4,4,11,12,15,5,59,0.0,1022,12,10,307,11,Partly cloudy,islamabad
2020-01-22 21:00:00,15,6,4,2,7,9,20,6,64,0.0,1023,9,10,332,10,Partly cloudy,islamabad
2020-01-23 00:00:00,17,7,4,3,7,8,17,3,68,0.0,1023,8,10,345,9,Partly cloudy,islamabad
2020-01-23 03:00:00,17,7,4,1,6,7,17,3,65,0.0,1022,7,10,352,9,Partly cloudy,islamabad
2020-01-23 06:00:00,17,7,4,-0,6,7,18,3,59,0.0,1021,7,10,352,9,Partly cloudy,islamabad
2020-01-23 09:00:00,17,7,4,-1,10,11,14,1,46,0.0,1022,11,10,341,10,Sunny,islamabad
2020-01-23 12:00:00,17,7,4,-1,16,16,13,0,32,0.0,1021,16,10,316,12,Sunny,islamabad
2020-01-23 15:00:00,17,7,4,-0,16,17,16,1,32,0.0,1019,17,10,309,14,Partly cloudy,islamabad
2020-01-23 18:00:00,17,7,4,-0,13,14,19,3,40,0.0,1019,14,10,318,13,Partly cloudy,islamabad
2020-01-23 21:00:00,17,7,4,-2,11,12,23,4,43,0.0,1021,11,10,226,12,Clear,islamabad
2020-01-24 00:00:00,16,7,4,-3,8,9,18,4,44,0.0,1021,9,10,2,9,Partly cloudy,islamabad
2020-01-24 03:00:00,16,7,4,-3,8,9,13,3,42,0.0,1020,9,10,120,7,Partly cloudy,islamabad
2020-01-24 06:00:00,16,7,4,-6,5,7,15,6,40,0.0,1019,7,10,355,7,Partly cloudy,islamabad
2020-01-24 09:00:00,16,7,4,-6,8,9,14,11,34,0.0,1020,9,10,342,8,Partly cloudy,islamabad
2020-01-24 12:00:00,16,7,4,-5,15,15,12,15,25,0.0,1019,15,10,302,10,Partly cloudy,islamabad
2020-01-24 15:00:00,16,7,4,-3,16,16,12,34,29,0.0,1017,16,10,294,10,Cloudy,islamabad
2020-01-24 18:00:00,16,7,4,-2,12,13,14,80,37,0.0,1016,13,10,309,8,Overcast,islamabad
2020-01-24 21:00:00,16,7,4,-4,9,10,19,83,38,0.0,1017,10,10,333,9,Partly cloudy,islamabad
2020-01-25 00:00:00,17,9,3,-3,9,10,14,49,42,0.0,1018,10,10,334,7,Cloudy,islamabad
2020-01-25 03:00:00,17,9,3,-1,9,9,13,67,48,0.0,1017,9,10,241,6,Partly cloudy,islamabad
2020-01-25 06:00:00,17,9,3,1,9,9,13,61,55,0.0,1017,9,10,28,6,Overcast,islamabad
2020-01-25 09:00:00,17,9,3,3,11,12,14,71,55,0.0,1018,12,10,71,9,Partly cloudy,islamabad
2020-01-25 12:00:00,17,9,3,5,16,16,12,40,47,0.0,1018,16,10,109,10,Partly cloudy,islamabad
2020-01-25 15:00:00,17,9,3,6,17,17,8,64,48,0.0,1016,17,10,130,6,Patchy rain possible,islamabad
2020-01-25 18:00:00,17,9,3,6,14,14,7,60,56,0.1,1015,14,10,230,5,Partly cloudy,islamabad
2020-01-25 21:00:00,17,9,3,4,11,11,9,33,62,0.0,1016,11,10,228,5,Patchy rain possible,islamabad
2020-01-26 00:00:00,18,9,4,4,9,10,10,17,66,0.0,1016,10,10,25,5,Partly cloudy,islamabad
2020-01-26 03:00:00,18,9,4,4,8,9,12,14,70,0.0,1015,9,10,17,6,Partly cloudy,islamabad
2020-01-26 06:00:00,18,9,4,4,8,9,13,7,70,0.0,1016,9,10,125,6,Partly cloudy,islamabad
2020-01-26 09:00:00,18,9,4,4,12,12,12,5,60,0.0,1017,12,10,335,7,Partly cloudy,islamabad
2020-01-26 12:00:00,18,9,4,5,18,18,10,5,43,0.0,1016,18,10,296,9,Partly cloudy,islamabad
2020-01-26 15:00:00,18,9,4,5,18,18,10,7,43,0.0,1014,18,10,282,9,Partly cloudy,islamabad
2020-01-26 18:00:00,18,9,4,5,14,15,13,7,53,0.0,1013,15,10,300,10,Partly cloudy,islamabad
2020-01-26 21:00:00,18,9,4,4,11,12,14,7,59,0.0,1014,12,10,223,7,Partly cloudy,islamabad
2020-01-27 00:00:00,17,9,4,4,10,10,11,13,66,0.0,1014,10,10,247,5,Partly cloudy,islamabad
2020-01-27 03:00:00,17,9,4,3,8,9,13,13,66,0.0,1014,9,10,28,6,Partly cloudy,islamabad
2020-01-27 06:00:00,17,9,4,2,8,9,12,13,62,0.0,1013,9,10,29,6,Partly cloudy,islamabad
2020-01-27 09:00:00,17,9,4,3,12,12,8,15,53,0.0,1014,12,10,110,5,Partly cloudy,islamabad
2020-01-27 12:00:00,17,9,4,3,16,16,5,16,40,0.0,1013,16,10,287,5,Partly cloudy,islamabad
2020-01-27 15:00:00,17,9,4,3,17,17,8,14,41,0.0,1011,17,10,265,6,Partly cloudy,islamabad
2020-01-27 18:00:00,17,9,4,3,14,14,9,21,48,0.0,1011,14,10,177,7,Partly cloudy,islamabad
2020-01-27 21:00:00,17,9,4,1,11,11,11,44,52,0.0,1012,11,10,27,5,Partly cloudy,islamabad
2020-01-28 00:00:00,11,9,3,0,10,10,14,96,49,0.0,1012,10,10,245,6,Cloudy,islamabad
2020-01-28 03:00:00,11,9,3,-0,9,10,15,91,49,0.0,1010,10,10,93,8,Patchy rain possible,islamabad
2020-01-28 06:00:00,11,9,3,2,9,10,13,100,57,0.1,1010,10,7,230,9,Light drizzle,islamabad
2020-01-28 09:00:00,11,9,3,5,10,10,5,100,71,0.9,1012,10,4,304,4,Light rain,islamabad
2020-01-28 12:00:00,11,9,3,6,10,11,7,93,73,1.8,1012,11,9,294,6,Light rain,islamabad
2020-01-28 15:00:00,11,9,3,6,11,11,10,86,71,1.1,1011,11,9,248,8,Light rain,islamabad
2020-01-28 18:00:00,11,9,3,7,10,10,5,100,78,1.3,1011,10,9,202,4,Light rain,islamabad
2020-01-28 21:00:00,11,9,3,6,8,9,9,100,86,1.5,1012,9,9,325,6,Light rain,islamabad
2020-01-29 00:00:00,11,7,2,6,7,8,14,99,86,5.1,1011,8,7,23,9,Moderate rain,islamabad
2020-01-29 03:00:00,11,7,2,6,6,8,19,91,87,5.3,1011,8,7,44,13,Heavy rain at times,islamabad
2020-01-29 06:00:00,11,7,2,5,5,7,19,82,84,6.2,1012,7,6,40,12,Moderate rain,islamabad
2020-01-29 09:00:00,11,7,2,6,6,8,13,97,88,4.4,1015,8,7,53,9,Moderate rain,islamabad
2020-01-29 12:00:00,11,7,2,7,8,10,13,85,86,6.4,1016,10,7,151,11,Moderate rain at times,islamabad
2020-01-29 15:00:00,11,7,2,8,9,11,12,68,82,5.3,1016,11,8,348,10,Moderate rain at times,islamabad
2020-01-29 18:00:00,11,7,2,7,9,10,14,73,79,3.9,1016,10,9,236,10,Light rain shower,islamabad
2020-01-29 21:00:00,11,7,2,5,8,9,18,90,78,0.2,1018,9,10,32,9,Light rain shower,islamabad
2020-01-30 00:00:00,17,8,4,4,7,8,15,62,76,0.1,1020,8,9,353,7,Partly cloudy,islamabad
2020-01-30 03:00:00,17,8,4,4,7,8,13,15,76,0.0,1020,8,10,243,6,Partly cloudy,islamabad
2020-01-30 06:00:00,17,8,4,3,7,8,10,6,74,0.0,1019,8,10,10,5,Partly cloudy,islamabad
2020-01-30 09:00:00,17,8,4,4,10,11,7,6,65,0.0,1020,11,10,105,5,Partly cloudy,islamabad
